Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
Parvez Rasool,5,5,15,1,0,6,0,0,83.33,1,v England,Kanpur,26-01-2017,India,0,0,0-49
MS Dhoni,5,5,16,1,0,7,0,0,71.42,1,v England,Nagpur,29-01-2017,India,0,0,0-49
RG Sharma,5,5,9,1,0,6,1,0,83.33,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
AR Patel,5,5,5,1,0,3,1,0,166.66,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
RG Sharma,5,5,8,1,0,9,1,0,55.55,1,v England,Cardiff,06-07-2018,India,0,0,0-49
S Dhawan,5,5,5,1,0,3,1,0,166.66,2,v England,Bristol,08-07-2018,India,0,0,0-49
RR Pant,5,5,6,1,0,6,1,0,83.33,1,v West Indies,Lucknow,06-11-2018,India,0,0,0-49
KD Karthik,5,5,8,1,0,6,0,0,83.33,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
S Dhawan,5,5,2,1,0,4,1,0,125,2,v New Zealand,Hamilton,10-02-2019,India,0,0,0-49
RG Sharma,5,5,11,1,0,8,0,0,62.5,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
SS Iyer,5,5,21,1,0,8,0,0,62.5,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
S Dube,5,5,8,1,0,6,1,0,83.33,1,v New Zealand,Mount Maunganui,02-02-2020,India,0,0,0-49
KD Karthik,4*,4,2,1,1,1,1,0,400,2,v Sri Lanka,Mohali,12-12-2009,India,0,0,0-49
RG Sharma,4*,4,2,1,1,2,0,0,200,2,v New Zealand,Chennai,11-09-2012,India,0,0,0-49
RG Sharma,4*,4,1,1,1,2,1,0,200,1,v Pakistan,Ahmedabad,28-12-2012,India,0,0,0-49
MS Dhoni,4*,4,10,1,1,7,0,0,57.14,1,v Sri Lanka,Dhaka,06-04-2014,India,0,0,0-49
AM Rahane,4*,4,9,1,1,4,0,0,100,2,v West Indies,Lauderhill,28-08-2016,India,0,0,0-49
MK Pandey,4*,4,8,1,1,6,0,0,66.66,2,v West Indies,Chennai,11-11-2018,India,0,0,0-49
Kuldeep Yadav,4*,4,2,1,1,1,1,0,400,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
RG Sharma,4,4,13,1,0,11,0,0,36.36,2,v Sri Lanka,Colombo (RPS),10-02-2009,India,0,0,0-49
Z Khan,4,4,1,1,0,3,0,0,133.33,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
G Gambhir,4,4,11,1,0,6,0,0,66.66,2,v Afghanistan,Gros Islet,01-05-2010,India,0,0,0-49
RA Jadeja,4,4,6,1,0,5,0,0,80,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
YK Pathan,4,4,16,1,0,7,0,0,57.14,2,v Zimbabwe,Harare,13-06-2010,India,0,0,0-49
V Kohli,4,4,5,1,0,5,0,0,80,1,v England,Manchester,31-08-2011,India,0,0,0-49
R Ashwin,4,4,1,1,0,2,1,0,200,1,v England,Manchester,31-08-2011,India,0,0,0-49
V Sehwag,4,4,2,1,0,3,1,0,133.33,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
Yuvraj Singh,4,4,6,1,0,5,0,0,80,1,v England,Mumbai,22-12-2012,India,0,0,0-49
AM Rahane,4,4,5,1,0,3,1,0,133.33,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
AM Rahane,4,4,3,1,0,4,1,0,100,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
Yuvraj Singh,4,4,4,1,0,5,1,0,80,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
Mandeep Singh,4,4,14,1,0,6,0,0,66.66,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
Yuvraj Singh,4,4,9,1,0,12,0,0,33.33,1,v England,Nagpur,29-01-2017,India,0,0,0-49
KM Jadhav,4,4,5,1,0,4,0,0,100,1,v West Indies,Kingston,09-07-2017,India,0,0,0-49
KL Rahul,4,4,14,1,0,9,0,0,44.44,2,v Sri Lanka,Mumbai,24-12-2017,India,0,0,0-49
HH Pandya,4,4,7,1,0,4,0,0,100,2,v Sri Lanka,Mumbai,24-12-2017,India,0,0,0-49
S Dhawan,4,4,7,1,0,4,1,0,100,2,v England,Manchester,03-07-2018,India,0,0,0-49
RG Sharma,4,4,9,1,0,6,1,0,66.66,2,v West Indies,Chennai,11-11-2018,India,0,0,0-49
V Kohli,4,4,13,1,0,8,0,0,50,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
RR Pant,4,4,13,1,0,10,0,0,40,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
HH Pandya,4,4,3,1,0,4,1,0,100,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
RR Pant,4,4,7,1,0,5,0,0,80,1,v West Indies,Lauderhill,04-08-2019,India,0,0,0-49
RR Pant,4,4,11,1,0,5,0,0,80,2,v South Africa,Mohali,18-09-2019,India,0,0,0-49
KH Pandya,4,4,8,1,0,7,0,0,57.14,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
Washington Sundar,4,4,3,1,0,1,1,0,400,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
SS Iyer,4,4,8,1,0,6,0,0,66.66,2,v West Indies,Hyderabad (Deccan),06-12-2019,India,0,0,0-49
SS Iyer,4,4,3,1,0,2,1,0,200,1,v Sri Lanka,Pune,10-01-2020,India,0,0,0-49
SK Raina,3*,3,15,1,1,4,0,0,75,2,v South Africa,Johannesburg,01-12-2006,India,0,0,0-49
IK Pathan,3*,3,9,1,1,3,0,0,100,1,v Pakistan,Johannesburg,24-09-2007,India,0,0,0-49
I Sharma,3*,3,8,1,1,6,0,0,50,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
Yuvraj Singh,3*,3,7,1,1,4,0,0,75,2,v Ireland,Nottingham,10-06-2009,India,0,0,0-49
AB Dinda,3*,3,8,1,1,4,0,0,75,1,v Pakistan,Bengaluru,25-12-2012,India,0,0,0-49
AT Rayudu,3*,3,15,1,1,5,0,0,60,2,v England,Birmingham,07-09-2014,India,0,0,0-49
MM Sharma,3*,3,4,1,1,3,0,0,100,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
YS Chahal,3*,3,1,1,1,2,0,0,150,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
B Kumar,3*,3,2,1,1,1,0,0,300,1,v South Africa,Cape Town,24-02-2018,India,0,0,0-49
SK Raina,3,3,7,1,0,8,0,0,37.5,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
RG Sharma,3,3,6,1,0,4,0,0,75,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
G Gambhir,3,3,12,1,0,6,0,0,50,2,v New Zealand,Chennai,11-09-2012,India,0,0,0-49
AM Rahane,3,3,8,1,0,5,0,0,60,1,v England,Mumbai,22-12-2012,India,0,0,0-49
RA Jadeja,3,3,9,1,0,3,0,0,100,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
AM Rahane,3,3,6,1,0,8,0,0,37.5,1,v Sri Lanka,Dhaka,06-04-2014,India,0,0,0-49
S Dhawan,3,3,16,1,0,4,0,0,75,1,v South Africa,Dharamsala,02-10-2015,India,0,0,0-49
Yuvraj Singh,3,3,8,1,0,6,0,0,50,1,v Bangladesh,Bengaluru,23-03-2016,India,0,0,0-49
MK Pandey,3,3,4,1,0,5,0,0,60,1,v England,Kanpur,26-01-2017,India,0,0,0-49
S Dhawan,3,3,13,1,0,8,0,0,37.5,2,v West Indies,Kolkata,04-11-2018,India,0,0,0-49
RR Pant,3,3,6,1,0,5,0,0,60,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
S Dhawan,3,3,7,1,0,5,0,0,60,2,v West Indies,Providence,06-08-2019,India,0,0,0-49
S Dube,3,3,11,1,0,7,0,0,42.85,1,v New Zealand,Hamilton,29-01-2020,India,0,0,0-49
RP Singh,2*,2,4,1,1,2,0,0,100,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
R Vinay Kumar,2*,2,5,1,1,4,0,0,50,1,v England,Manchester,31-08-2011,India,0,0,0-49
R Ashwin,2*,2,5,1,1,3,0,0,66.66,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
AR Patel,2*,2,7,1,1,3,0,0,66.66,1,v South Africa,Dharamsala,02-10-2015,India,0,0,0-49
B Kumar,2*,2,12,1,1,3,0,0,66.66,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
KD Karthik,2*,2,3,1,1,2,0,0,100,2,v Bangladesh,Colombo (RPS),08-03-2018,India,0,0,0-49
KD Karthik,2*,2,4,1,1,2,0,0,100,1,v Bangladesh,Colombo (RPS),14-03-2018,India,0,0,0-49
MK Pandey,2*,2,7,1,1,5,0,0,40,2,v West Indies,Providence,06-08-2019,India,0,0,0-49
MS Dhoni,2,2,5,1,0,6,0,0,33.33,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
IK Pathan,2,2,7,1,0,3,0,0,66.66,1,v West Indies,Lord's,12-06-2009,India,0,0,0-49
SK Raina,2,2,7,1,0,5,0,0,40,2,v England,Lord's,14-06-2009,India,0,0,0-49
M Vijay,2,2,8,1,0,7,0,0,28.57,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
MS Dhoni,2,2,10,1,0,8,0,0,25,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
NV Ojha,2,2,12,1,0,9,0,0,22.22,2,v Zimbabwe,Harare,12-06-2010,India,0,0,0-49
SK Raina,2,2,5,1,0,6,0,0,33.33,1,v West Indies,Port of Spain,04-06-2011,India,0,0,0-49
V Kohli,2,2,5,1,0,6,0,0,33.33,1,v South Africa,Colombo (RPS),02-10-2012,India,0,0,0-49
RG Sharma,2,2,8,1,0,2,0,0,100,1,v Pakistan,Bengaluru,25-12-2012,India,0,0,0-49
RA Jadeja,2,2,4,1,0,4,0,0,50,1,v Pakistan,Bengaluru,25-12-2012,India,0,0,0-49
MS Dhoni,2,2,2,1,0,2,0,0,100,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
HH Pandya,2,2,10,1,0,6,0,0,33.33,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
S Dhawan,2,2,6,1,0,4,0,0,50,1,v Bangladesh,Dhaka,24-02-2016,India,0,0,0-49
HH Pandya,2,2,3,1,0,4,0,0,50,2,v Sri Lanka,Dhaka,01-03-2016,India,0,0,0-49
HH Pandya,2,2,3,1,0,3,0,0,66.66,1,v England,Nagpur,29-01-2017,India,0,0,0-49
V Kohli,2,2,6,1,0,4,0,0,50,1,v England,Bengaluru,01-02-2017,India,0,0,0-49
MS Dhoni,2,2,4,1,0,3,0,0,66.66,1,v West Indies,Kingston,09-07-2017,India,0,0,0-49
S Dhawan,2,2,25,1,0,6,0,0,33.33,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
KH Pandya,2,2,6,1,0,4,0,0,50,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
MS Dhoni,2,2,9,1,0,4,0,0,50,2,v New Zealand,Hamilton,10-02-2019,India,0,0,0-49
UT Yadav,2,2,8,1,0,4,0,0,50,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
RG Sharma,2,2,8,1,0,6,0,0,33.33,1,v Bangladesh,Nagpur,10-11-2019,India,0,0,0-49
SV Samson,2,2,7,1,0,5,0,0,40,1,v New Zealand,Mount Maunganui,02-02-2020,India,0,0,0-49
S Sreesanth,1*,1,2,1,1,3,0,0,33.33,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
RP Singh,1*,1,5,1,1,1,0,0,100,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
YK Pathan,1*,1,10,1,1,1,0,0,100,1,v Bangladesh,Nottingham,06-06-2009,India,0,0,0-49
RG Sharma,1*,1,2,1,1,1,0,0,100,1,v Afghanistan,Colombo (RPS),19-09-2012,India,0,0,0-49
SK Raina,1*,1,2,1,1,1,0,0,100,1,v England,Colombo (RPS),23-09-2012,India,0,0,0-49
Harbhajan Singh,1*,1,2,1,1,1,0,0,100,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
SK Raina,1*,1,4,1,1,1,0,0,100,1,v Pakistan,Ahmedabad,28-12-2012,India,0,0,0-49
SK Raina,1*,1,2,1,1,1,0,0,100,2,v West Indies,Dhaka,23-03-2014,India,0,0,0-49
Sandeep Sharma,1*,1,2,1,1,1,0,0,100,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
RA Jadeja,1*,1,3,1,1,1,0,0,100,1,v Sri Lanka,Ranchi,12-02-2016,India,0,0,0-49
R Dhawan,1*,1,3,1,1,2,0,0,50,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
DS Kulkarni,1*,1,7,1,1,1,0,0,100,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
MS Dhoni,1*,1,1,1,1,1,0,0,100,2,v Sri Lanka,Colombo (RPS),06-09-2017,India,0,0,0-49
JJ Bumrah,1*,1,2,1,1,2,0,0,50,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
MK Pandey,1*,1,4,1,1,1,0,0,100,1,v Sri Lanka,Indore,22-12-2017,India,0,0,0-49
AR Patel,1*,1,5,1,1,1,0,0,100,1,v South Africa,Cape Town,24-02-2018,India,0,0,0-49
B Kumar,1*,1,2,1,1,1,0,0,100,2,v Australia,Brisbane,21-11-2018,India,0,0,0-49
KK Ahmed,1*,1,2,1,1,1,0,0,100,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
DL Chahar,1*,1,2,1,1,1,0,0,100,1,v West Indies,Thiruvananthapuram,08-12-2019,India,0,0,0-49
RR Pant,1*,1,2,1,1,1,0,0,100,2,v Sri Lanka,Indore,07-01-2020,India,0,0,0-49
Yuvraj Singh,1,1,8,1,0,4,0,0,25,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
Harbhajan Singh,1,1,4,1,0,4,0,0,25,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
AB Agarkar,1,1,4,1,0,2,0,0,50,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
RV Uthappa,1,1,7,1,0,3,0,0,33.33,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
Harbhajan Singh,1,1,5,1,0,3,0,0,33.33,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
V Sehwag,1,1,4,1,0,1,0,0,100,2,v Sri Lanka,Colombo (RPS),10-02-2009,India,0,0,0-49
Yuvraj Singh,1,1,4,1,0,3,0,0,33.33,1,v New Zealand,Christchurch,25-02-2009,India,0,0,0-49
Yuvraj Singh,1,1,5,1,0,2,0,0,50,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
YK Pathan,1,1,6,1,0,5,0,0,20,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
Yuvraj Singh,1,1,2,1,0,2,0,0,50,1,v Sri Lanka,Gros Islet,11-05-2010,India,0,0,0-49
RG Sharma,1,1,7,1,0,3,0,0,33.33,1,v England,Manchester,31-08-2011,India,0,0,0-49
P Kumar,1,1,5,1,0,4,0,0,25,1,v England,Manchester,31-08-2011,India,0,0,0-49
RV Uthappa,1,1,6,1,0,3,0,0,33.33,1,v England,Kolkata,29-10-2011,India,0,0,0-49
RG Sharma,1,1,5,1,0,2,0,0,50,1,v Australia,Colombo (RPS),28-09-2012,India,0,0,0-49
R Ashwin,1,1,5,1,0,3,0,0,33.33,1,v England,Mumbai,22-12-2012,India,0,0,0-49
MS Dhoni,1,1,7,1,0,2,0,0,50,1,v Pakistan,Bengaluru,25-12-2012,India,0,0,0-49
Yuvraj Singh,1,1,3,1,0,2,0,0,50,2,v Pakistan,Dhaka,21-03-2014,India,0,0,0-49
S Dhawan,1,1,11,1,0,6,0,0,16.66,2,v Bangladesh,Dhaka,28-03-2014,India,0,0,0-49
V Kohli,1,1,3,1,0,1,0,0,100,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
SK Raina,1,1,10,1,0,4,0,0,25,2,v Pakistan,Dhaka,27-02-2016,India,0,0,0-49
S Dhawan,1,1,9,1,0,3,0,0,33.33,2,v Sri Lanka,Dhaka,01-03-2016,India,0,0,0-49
RG Sharma,1,1,8,1,0,5,0,0,20,2,v Bangladesh,Dhaka,06-03-2016,India,0,0,0-49
S Dhawan,1,1,4,1,0,3,0,0,33.33,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
SK Raina,1,1,5,1,0,2,0,0,50,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
HH Pandya,1,1,10,1,0,7,0,0,14.28,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
B Kumar,1,1,6,1,0,6,0,0,16.66,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
S Dhawan,1,1,6,1,0,4,0,0,25,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
HH Pandya,1,1,3,1,0,2,0,0,50,2,v New Zealand,Rajkot,04-11-2017,India,0,0,0-49
V Kohli,1,1,6,1,0,5,0,0,20,1,v South Africa,Centurion,21-02-2018,India,0,0,0-49
SK Raina,1,1,5,1,0,3,0,0,33.33,1,v Sri Lanka,Colombo (RPS),06-03-2018,India,0,0,0-49
RR Pant,1,1,6,1,0,4,0,0,25,2,v West Indies,Kolkata,04-11-2018,India,0,0,0-49
RG Sharma,1,1,10,1,0,5,0,0,20,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
B Kumar,1,1,3,1,0,3,0,0,33.33,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
YS Chahal,1,1,7,1,0,3,0,0,33.33,2,v New Zealand,Wellington,06-02-2019,India,0,0,0-49
KD Karthik,1,1,2,1,0,3,0,0,33.33,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
KH Pandya,1,1,8,1,0,6,0,0,16.66,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
RR Pant,1,1,6,1,0,6,0,0,16.66,1,v Australia,Bengaluru,27-02-2019,India,0,0,0-49
S Dhawan,1,1,11,1,0,7,0,0,14.28,2,v West Indies,Lauderhill,03-08-2019,India,0,0,0-49
S Dube,1,1,7,1,0,4,0,0,25,1,v Bangladesh,Delhi,03-11-2019,India,0,0,0-49
SS Iyer,1,1,10,1,0,7,0,0,14.28,1,v New Zealand,Wellington,31-01-2020,India,0,0,0-49
YS Chahal,1,1,6,1,0,2,0,0,50,1,v New Zealand,Wellington,31-01-2020,India,0,0,0-49
IK Pathan,0*,0,1,1,1,0,0,0,-,1,v England,Durban,19-09-2007,India,0,0,0-49
IK Pathan,0*,0,1,1,1,1,0,0,0,1,v South Africa,Durban,20-09-2007,India,0,0,0-49
IK Pathan,0*,0,1,1,1,1,0,0,0,1,v Australia,Durban,22-09-2007,India,0,0,0-49
Z Khan,0*,0,1,1,1,0,0,0,-,1,v West Indies,Lord's,12-06-2009,India,0,0,0-49
Harbhajan Singh,0*,0,1,1,1,0,0,0,-,1,v South Africa,Gros Islet,02-05-2010,India,0,0,0-49
Z Khan,0*,0,1,1,1,1,0,0,0,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
RG Sharma,0*,0,1,1,1,0,0,0,-,2,v Zimbabwe,Harare,13-06-2010,India,0,0,0-49
RA Jadeja,0*,0,3,1,1,0,0,0,-,2,v England,Pune,20-12-2012,India,0,0,0-49
B Kumar,0*,0,1,1,1,1,0,0,0,1,v Australia,Dhaka,30-03-2014,India,0,0,0-49
MS Dhoni,0*,0,3,1,1,1,0,0,0,2,v South Africa,Dhaka,04-04-2014,India,0,0,0-49
MM Sharma,0*,0,9,1,1,4,0,0,0,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
SK Raina,0*,0,1,1,1,0,0,0,-,1,v Australia,Melbourne,29-01-2016,India,0,0,0-49
RA Jadeja,0*,0,1,1,1,0,0,0,-,1,v Bangladesh,Dhaka,24-02-2016,India,0,0,0-49
JJ Bumrah,0*,0,4,1,1,2,0,0,0,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
JJ Bumrah,0*,0,2,1,1,0,0,0,-,1,v England,Kanpur,26-01-2017,India,0,0,0-49
JJ Bumrah,0*,0,1,1,1,0,0,0,-,1,v England,Nagpur,29-01-2017,India,0,0,0-49
MS Dhoni,0*,0,3,1,1,0,0,0,-,1,v New Zealand,Thiruvananthapuram,07-11-2017,India,0,0,0-49
Washington Sundar,0*,0,0,1,1,0,0,0,-,2,v Bangladesh,Colombo (RPS),18-03-2018,India,0,0,0-49
MK Pandey,0*,0,1,1,1,0,0,0,-,1,v Ireland,Dublin (Malahide),27-06-2018,India,0,0,0-49
KD Karthik,0*,0,1,1,1,0,0,0,-,2,v West Indies,Chennai,11-11-2018,India,0,0,0-49
YS Chahal,0*,0,15,1,1,4,0,0,0,1,v Australia,Visakhapatnam,24-02-2019,India,0,0,0-49
DL Chahar,0*,0,3,1,1,0,0,0,-,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
NA Saini,0*,0,2,1,1,1,0,0,0,1,v South Africa,Bengaluru,22-09-2019,India,0,0,0-49
S Dube,0*,0,0,1,1,0,0,0,-,2,v West Indies,Hyderabad (Deccan),06-12-2019,India,0,0,0-49
SS Iyer,0*,0,2,1,1,0,0,0,-,1,v West Indies,Mumbai,11-12-2019,India,0,0,0-49
MS Dhoni,0,0,8,1,0,2,0,0,0,2,v South Africa,Johannesburg,01-12-2006,India,0,0,0-49
G Gambhir,0,0,2,1,0,3,0,0,0,1,v Pakistan,Durban,14-09-2007,India,0,0,0-49
RV Uthappa,0,0,3,1,0,2,0,0,0,2,v New Zealand,Johannesburg,16-09-2007,India,0,0,0-49
KD Karthik,0,0,1,1,0,1,0,0,0,1,v South Africa,Durban,20-09-2007,India,0,0,0-49
V Sehwag,0,0,5,1,0,3,0,0,0,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
S Sreesanth,0,0,1,1,0,1,0,0,0,1,v Australia,Melbourne,01-02-2008,India,0,0,0-49
SK Raina,0,0,4,1,0,4,0,0,0,1,v New Zealand,Wellington,27-02-2009,India,0,0,0-49
YK Pathan,0,0,3,1,0,2,0,0,0,1,v New Zealand,Wellington,27-02-2009,India,0,0,0-49
YK Pathan,0,0,2,1,0,2,0,0,0,2,v South Africa,Nottingham,16-06-2009,India,0,0,0-49
YK Pathan,0,0,1,1,0,2,0,0,0,2,v Sri Lanka,Nagpur,09-12-2009,India,0,0,0-49
M Vijay,0,0,2,1,0,1,0,0,0,1,v South Africa,Gros Islet,02-05-2010,India,0,0,0-49
A Nehra,0,0,1,1,0,1,0,0,0,2,v Australia,Bridgetown,07-05-2010,India,0,0,0-49
A Nehra,0,0,1,1,0,2,0,0,0,2,v West Indies,Bridgetown,09-05-2010,India,0,0,0-49
MM Patel,0,0,1,1,0,1,0,0,0,1,v England,Manchester,31-08-2011,India,0,0,0-49
AM Rahane,0,0,2,1,0,3,0,0,0,1,v England,Kolkata,29-10-2011,India,0,0,0-49
RA Jadeja,0,0,1,1,0,1,0,0,0,1,v England,Kolkata,29-10-2011,India,0,0,0-49
P Kumar,0,0,2,1,0,2,0,0,0,1,v England,Kolkata,29-10-2011,India,0,0,0-49
RG Sharma,0,0,2,1,0,1,0,0,0,2,v Australia,Sydney,01-02-2012,India,0,0,0-49
G Gambhir,0,0,2,1,0,2,0,0,0,2,v Pakistan,Colombo (RPS),30-09-2012,India,0,0,0-49
PP Chawla,0,0,3,1,0,1,0,0,0,1,v England,Mumbai,22-12-2012,India,0,0,0-49
I Sharma,0,0,1,1,0,1,0,0,0,1,v Pakistan,Bengaluru,25-12-2012,India,0,0,0-49
S Dhawan,0,0,10,1,0,3,0,0,0,2,v West Indies,Dhaka,23-03-2014,India,0,0,0-49
MK Pandey,0,0,5,1,0,3,0,0,0,2,v Zimbabwe,Harare,19-07-2015,India,0,0,0-49
AT Rayudu,0,0,1,1,0,1,0,0,0,1,v South Africa,Dharamsala,02-10-2015,India,0,0,0-49
AT Rayudu,0,0,4,1,0,2,0,0,0,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
Harbhajan Singh,0,0,1,1,0,1,0,0,0,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
B Kumar,0,0,1,1,0,2,0,0,0,1,v South Africa,Cuttack,05-10-2015,India,0,0,0-49
RG Sharma,0,0,2,1,0,2,0,0,0,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
JJ Bumrah,0,0,1,1,0,0,0,0,-,1,v Sri Lanka,Pune,09-02-2016,India,0,0,0-49
Yuvraj Singh,0,0,2,1,0,1,0,0,0,1,v Sri Lanka,Ranchi,12-02-2016,India,0,0,0-49
RG Sharma,0,0,2,1,0,2,0,0,0,2,v Pakistan,Dhaka,27-02-2016,India,0,0,0-49
AM Rahane,0,0,5,1,0,1,0,0,0,2,v Pakistan,Dhaka,27-02-2016,India,0,0,0-49
HH Pandya,0,0,1,1,0,2,0,0,0,2,v Pakistan,Dhaka,27-02-2016,India,0,0,0-49
RA Jadeja,0,0,4,1,0,3,0,0,0,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
A Nehra,0,0,6,1,0,4,0,0,0,2,v New Zealand,Nagpur,15-03-2016,India,0,0,0-49
SK Raina,0,0,1,1,0,1,0,0,0,2,v Pakistan,Kolkata,19-03-2016,India,0,0,0-49
KL Rahul,0,0,1,1,0,1,0,0,0,2,v Zimbabwe,Harare,18-06-2016,India,0,0,0-49
MK Pandey,0,0,2,1,0,1,0,0,0,1,v Zimbabwe,Harare,22-06-2016,India,0,0,0-49
A Mishra,0,0,2,1,0,0,0,0,-,1,v England,Nagpur,29-01-2017,India,0,0,0-49
V Kohli,0,0,2,1,0,2,0,0,0,1,v Australia,Guwahati,10-10-2017,India,0,0,0-49
HH Pandya,0,0,1,1,0,2,0,0,0,1,v New Zealand,Delhi,01-11-2017,India,0,0,0-49
SS Iyer,0,0,1,1,0,1,0,0,0,1,v Sri Lanka,Indore,22-12-2017,India,0,0,0-49
RG Sharma,0,0,5,1,0,1,0,0,0,1,v South Africa,Centurion,21-02-2018,India,0,0,0-49
RG Sharma,0,0,6,1,0,4,0,0,0,1,v Sri Lanka,Colombo (RPS),06-03-2018,India,0,0,0-49
SK Raina,0,0,5,1,0,3,0,0,0,2,v Bangladesh,Colombo (RPS),18-03-2018,India,0,0,0-49
V Kohli,0,0,1,1,0,2,0,0,0,1,v Ireland,Dublin (Malahide),27-06-2018,India,0,0,0-49
RG Sharma,0,0,3,1,0,2,0,0,0,1,v Ireland,Dublin (Malahide),29-06-2018,India,0,0,0-49
RR Pant,0,0,1,1,0,1,0,0,0,2,v Australia,Sydney,25-11-2018,India,0,0,0-49
RR Pant,0,0,1,1,0,1,0,0,0,2,v West Indies,Lauderhill,03-08-2019,India,0,0,0-49
Washington Sundar,0,0,2,1,0,1,0,0,0,1,v West Indies,Thiruvananthapuram,08-12-2019,India,0,0,0-49
RR Pant,0,0,3,1,0,2,0,0,0,1,v West Indies,Mumbai,11-12-2019,India,0,0,0-49
Washington Sundar,0,0,2,1,0,1,0,0,0,1,v Sri Lanka,Pune,10-01-2020,India,0,0,0-49
Washington Sundar,0,0,4,1,0,3,0,0,0,1,v New Zealand,Wellington,31-01-2020,India,0,0,0-49
